LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList,blk_id,label
25,81109,205746,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.74.134', 'blk_7453815855294711849', '67108864']",['blk_7453815855294711849'],Normal
26,81109,205749,997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_-28342503914935090', '/10.251.123.132:57542', '/10.251.123.132']",['blk_-28342503914935090'],Normal
27,81109,205754,952,INFO,dfs.DataNode$PacketResponder,Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,E3,Received block <*> of size <*> from <*>,"['blk_8291449241650212794', '67108864', '10.251.89.155']",['blk_8291449241650212794'],Normal
28,81109,205858,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,E6,BLOCK* NameSystem.allocateBlock <*> <*>,"['', '/user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435']",['/user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435'],Unavailable
29,81109,205931,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4980916519894289629,E7,Verification succeeded for <*>,['blk_-4980916519894289629'],['blk_-4980916519894289629'],Normal
30,81109,210022,1110,INFO,dfs.DataNode$PacketResponder,Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,E3,Received block <*> of size <*> from <*>,"['blk_-5974833545991408899', '67108864', '10.251.31.180']",['blk_-5974833545991408899'],Normal
31,81109,210037,1084,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_-5009020203888190378', '/10.251.199.19:52622', '/10.251.199.19']",['blk_-5009020203888190378'],Normal
32,81109,210248,1138,INFO,dfs.DataNode$PacketResponder,Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,E3,Received block <*> of size <*> from <*>,"['blk_6921674711959888070', '67108864', '10.251.65.203']",['blk_6921674711959888070'],Normal
33,81109,210407,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.250.7.244', 'blk_5165786360127153975', '67108864']",['blk_5165786360127153975'],Normal
34,81109,210458,1278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_2937758977269298350', '/10.251.194.129:37476', '/10.251.194.129']",['blk_2937758977269298350'],Normal
35,81109,210551,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.250.6.191', 'blk_673825774073966710', '67108864']",['blk_673825774073966710'],Normal
36,81109,210637,1283,INFO,dfs.DataNode$PacketResponder,Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,E3,Received block <*> of size <*> from <*>,"['blk_-7526945448667194862', '67108864', '10.251.203.80']",['blk_-7526945448667194862'],Normal
37,81109,210656,1334,INFO,dfs.DataNode$PacketResponder,Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,E3,Received block <*> of size <*> from <*>,"['blk_-2094397855762091248', '67108864', '10.251.126.83']",['blk_-2094397855762091248'],Normal
38,81109,210712,1333,INFO,dfs.DataNode$PacketResponder,Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,E3,Received block <*> of size <*> from <*>,"['blk_-8523968015014407246', '67108864', '10.251.214.225']",['blk_-8523968015014407246'],Normal
39,81109,210743,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.89.155', 'blk_8181993091797661153', '67108864']",['blk_8181993091797661153'],Anomaly
40,81109,210801,1357,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_-6276023454199613372', '/10.251.65.237:34085', '/10.251.65.237']",['blk_-6276023454199613372'],Normal
41,81109,210807,1408,INFO,dfs.DataNode$PacketResponder,Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,E3,Received block <*> of size <*> from <*>,"['blk_4755566011267050000', '67108864', '10.251.75.79']",['blk_4755566011267050000'],Normal
42,81109,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,E3,Received block <*> of size <*> from <*>,"['blk_-3909548841543565741', '3542967', '10.251.195.33']",['blk_-3909548841543565741'],Normal
43,81109,210921,1452,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_-6809181994368905854', '/10.250.17.225:51754', '/10.250.17.225']",['blk_-6809181994368905854'],Normal
44,81109,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,E3,Received block <*> of size <*> from <*>,"['blk_8829027411458566099', '67108864', '10.251.38.214']",['blk_8829027411458566099'],Normal
45,81109,211029,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.106.50', 'blk_-29548654251973735', '67108864']",['blk_-29548654251973735'],Normal
46,81109,211038,1490,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5073870177832699716 terminating,E2,PacketResponder <*> for block <*> terminating,"['1', 'blk_-5073870177832699716']",['blk_-5073870177832699716'],Normal
47,81109,211216,1504,INFO,dfs.DataNode$PacketResponder,Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,E3,Received block <*> of size <*> from <*>,"['blk_-8241093737585222406', '67108864', '10.250.5.161']",['blk_-8241093737585222406'],Normal
48,81109,211301,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.111.228', 'blk_-2480595760294717232', '67108864']",['blk_-2480595760294717232'],Normal
49,81109,211353,1574,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7791237942696729620 terminating,E2,PacketResponder <*> for block <*> terminating,"['0', 'blk_7791237942696729620']",['blk_7791237942696729620'],Normal
50,81109,211403,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.202.134', 'blk_2113880130496815041', '3549917']",['blk_2113880130496815041'],Normal
51,81109,211453,1623,INFO,dfs.DataNode$PacketResponder,Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,E3,Received block <*> of size <*> from <*>,"['blk_1064470652608359218', '67108864', '10.251.39.242']",['blk_1064470652608359218'],Normal
52,81109,211528,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.110.8', 'blk_-1661553043410372067', '67108864']",['blk_-1661553043410372067'],Normal
53,81109,211617,1635,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1527267659500322006 terminating,E2,PacketResponder <*> for block <*> terminating,"['1', 'blk_-1527267659500322006']",['blk_-1527267659500322006'],Normal
54,81109,211918,1777,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4886940526690879848 terminating,E2,PacketResponder <*> for block <*> terminating,"['1', 'blk_4886940526690879848']",['blk_4886940526690879848'],Normal
55,81109,212029,1814,INFO,dfs.DataNode$PacketResponder,Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,E3,Received block <*> of size <*> from <*>,"['blk_-2452477352812192142', '67108864', '10.250.7.244']",['blk_-2452477352812192142'],Normal
56,81109,212219,1885,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4229375751333894621 terminating,E2,PacketResponder <*> for block <*> terminating,"['0', 'blk_-4229375751333894621']",['blk_-4229375751333894621'],Normal
57,81109,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_-774267833966018354', '/10.251.38.53:51057', '/10.251.38.53']",['blk_-774267833966018354'],Normal
58,81109,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,E6,BLOCK* NameSystem.allocateBlock <*> <*>,"['', '/user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775']",['/user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775'],Unavailable
59,81109,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,E6,BLOCK* NameSystem.allocateBlock <*> <*>,"['', '/user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691']",['/user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691'],Unavailable
60,81109,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,E3,Received block <*> of size <*> from <*>,"['blk_-518701095493827363', '67108864', '10.251.214.67']",['blk_-518701095493827363'],Normal
61,81109,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.106.50', 'blk_-2530087534157630851', '67108864']",['blk_-2530087534157630851'],Normal
62,81109,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,E13,BLOCK* NameSystem.addStoredBlock blockMap updated <*> 50010 is added to <*> size <*>,"['10.251.198.196', 'blk_427714267500527780', '67108864']",['blk_427714267500527780'],Normal
63,81109,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,E3,Received block <*> of size <*> from <*>,"['blk_-967145856473901804', '67108864', '10.250.6.191']",['blk_-967145856473901804'],Normal
64,81109,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,E3,Received block <*> of size <*> from <*>,"['blk_8408125361497769001', '67108864', '10.251.70.211']",['blk_8408125361497769001'],Anomaly
65,81109,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,E3,Received block <*> of size <*> from <*>,"['blk_-1614641487214609125', '67108864', '10.251.193.175']",['blk_-1614641487214609125'],Normal
66,81109,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,E3,Received block <*> of size <*> from <*>,"['blk_7577595658377008671', '67108864', '10.251.71.97']",['blk_7577595658377008671'],Normal
67,81109,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,E3,Received block <*> of size <*> from <*>,"['blk_3777400576053320362', '67108864', '10.251.31.5']",['blk_3777400576053320362'],Normal
68,81109,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,E2,PacketResponder <*> for block <*> terminating,"['0', 'blk_-5852844080027817147']",['blk_-5852844080027817147'],Normal
69,81109,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,E3,Received block <*> of size <*> from <*>,"['blk_-2129171714384027465', '67108864', '10.251.75.228']",['blk_-2129171714384027465'],Normal
70,81109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,E7,Verification succeeded for <*>,['blk_-2827716238972737794'],['blk_-2827716238972737794'],Normal
71,81109,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,E10,Receiving block <*> src <*> <*> dest <*> 50010,"['blk_-3509323198988774369', '/10.250.6.214:52922', '/10.250.6.214']",['blk_-3509323198988774369'],Normal
72,81109,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,E2,PacketResponder <*> for block <*> terminating,"['0', 'blk_9093049293972551787']",['blk_9093049293972551787'],Normal
73,81109,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,E1,Deleting block <*> file <*>,"['blk_1781953582842324563', 'mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563']","['blk_1781953582842324563', 'mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563']",Normal
74,81109,213847,2552,INFO,dfs.DataNode$DataXceiver,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,E8,<*> 50010 Served block <*> to <*>,"['10.251.194.213', 'blk_-7724713468912166542', '10.251.203.80']",['blk_-7724713468912166542'],Normal
75,81109,213907,2497,INFO,dfs.DataNode$DataXceiver,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,E8,<*> 50010 Served block <*> to <*>,"['10.251.91.229', 'blk_-3358448553918665902', '10.251.91.229']",['blk_-3358448553918665902'],Normal
76,81109,213908,2549,INFO,dfs.DataNode$DataXceiver,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,E8,<*> 50010 Served block <*> to <*>,"['10.251.39.192', 'blk_-5341992729755584578', '10.251.39.192']",['blk_-5341992729755584578'],Normal
77,81109,214009,2594,INFO,dfs.DataNode$DataXceiver,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,E8,<*> 50010 Served block <*> to <*>,"['10.250.5.237', 'blk_3166960787499091856', '10.251.43.147']",['blk_3166960787499091856'],Normal
78,81109,214043,2561,WARN,dfs.DataNode$DataXceiver,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.30.85', 'blk_-2918118818249673980', '10.251.90.64']",['blk_-2918118818249673980'],Normal
79,81109,214402,2677,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.126.255', 'blk_8376667364205250596', '10.251.91.159']",['blk_8376667364205250596'],Normal
80,81109,214524,2633,INFO,dfs.DataNode$DataXceiver,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,E8,<*> 50010 Served block <*> to <*>,"['10.251.71.68', 'blk_-2794533871450434534', '10.251.199.150']",['blk_-2794533871450434534'],Normal
81,81109,214529,2747,WARN,dfs.DataNode$DataXceiver,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.123.132', 'blk_3763728533434719668', '10.251.38.214']",['blk_3763728533434719668'],Normal
82,81109,214910,2848,WARN,dfs.DataNode$DataXceiver,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.250.13.188', 'blk_6241141267506413726', '10.251.194.245']",['blk_6241141267506413726'],Normal
83,81109,214919,2899,INFO,dfs.DataNode$DataXceiver,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,E8,<*> 50010 Served block <*> to <*>,"['10.251.214.32', 'blk_-6520030462660619051', '10.251.215.70']",['blk_-6520030462660619051'],Normal
84,81109,215136,2868,WARN,dfs.DataNode$DataXceiver,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.199.19', 'blk_8466246428293623262', '10.251.106.37']",['blk_8466246428293623262'],Normal
85,81109,215259,2934,WARN,dfs.DataNode$DataXceiver,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.250.9.207', 'blk_-3140754468249228022', '10.250.9.207']",['blk_-3140754468249228022'],Normal
86,81109,215702,3022,WARN,dfs.DataNode$DataXceiver,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.202.134', 'blk_3441699978641526775', '10.251.126.5']",['blk_3441699978641526775'],Normal
87,81109,215734,3055,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,E8,<*> 50010 Served block <*> to <*>,"['10.250.6.214', 'blk_5739119717322549945', '10.251.43.115']",['blk_5739119717322549945'],Normal
88,81109,220032,3137,WARN,dfs.DataNode$DataXceiver,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.250.14.196', 'blk_-305633040016166849', '10.251.38.53']",['blk_-305633040016166849'],Normal
89,81109,220403,3148,WARN,dfs.DataNode$DataXceiver,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.107.227', 'blk_-6290631608800952376', '10.251.109.209']",['blk_-6290631608800952376'],Normal
90,81109,220528,3174,INFO,dfs.DataNode$DataXceiver,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,E8,<*> 50010 Served block <*> to <*>,"['10.251.203.166', 'blk_8787656642683881295', '10.251.107.98']",['blk_8787656642683881295'],Anomaly
91,81109,221105,3338,WARN,dfs.DataNode$DataXceiver,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.90.64', 'blk_-4841792440390267307', '10.251.90.239']",['blk_-4841792440390267307'],Normal
92,81109,221151,3361,WARN,dfs.DataNode$DataXceiver,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.250.10.144', 'blk_5126469776250053435', '10.250.11.100']",['blk_5126469776250053435'],Normal
93,81109,222040,3463,WARN,dfs.DataNode$DataXceiver,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.71.146', 'blk_-2032740670708110312', '10.251.197.161']",['blk_-2032740670708110312'],Normal
94,81109,222041,3390,WARN,dfs.DataNode$DataXceiver,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,E11,<*> 50010 Got exception while serving <*> to <*>,"['10.251.67.113', 'blk_-62891505109755100', '10.250.7.96']",['blk_-62891505109755100'],Anomaly
